location_id,Assessment centre,operated by,latitude,phu_id,PHU,Phone number,Website,friday,accessible,saturday,email
133,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,43.153843,32,Niagara Region Public Health Department,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/03/24/niagara-healths-covid-19-assessment-centres,9:00-17:00,,9:00-17:00,
134,Rural Lambton Assessment Center,Bluewater Health,42.877325,23,Lambton Health Unit,519-882-2500,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:30,Yes,9:00-12:00,
135,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Restricted to Six Nations members and providers only,43.069122,35,,,,8:00-20:00,,8:00-20:00,
136,South Bruce Grey Health Centre - Kincardine Campus,South Bruce Grey Health Centre,44.189085,29,Grey Bruce Health Unit,519-370-2400 ext 4313,https://www.sbghc.on.ca/coronavirus/assessment-centres,12:00-16:00,Yes,,
137,South Huron and Grand Bend Assessment Centre,South Huron Hospital Association – Grand Bend and Area CHC,43.343664,28,Huron Perth Health Unit,519-238-2362,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:00,Yes,,
138,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,43.2218,30,Hamilton Public Health Services,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,16:00-20:00,Yes,10:00-14:00,
139,Carling Heights Optimist Community Centre,St. Joseph's Healthcare London and London Health Sciences Centre,42.998736,31,Middlesex-London Health Unit,,https://www.healthunit.com/covid-19-concerns,11:00-19:00,Yes,11:00-19:00,
140,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) COVID-19 Assessment Centre - Westmount Plaza,St. Mary's General Hospital and Westmount Place Walk-In Clinic,43.46128,25,"Region of Waterloo, Public Health",1-855-414-2255,,9:00-16:00,Yes,,
141,St. Mary's General Hospital - Bathurst Site,St. Mary's General Hospital Cardiac Rehabilitation Centre,43.507454,25,"Region of Waterloo, Public Health",519-885-9517,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,9:00-17:00,Yes,9:00-17:00,
142,St. Thomas Elgin General Hospital,St. Thomas Elgin General Hospital,42.763425,33,Southwestern Public Health,519-631-2030 ext. 6210,https://www.stegh.on.ca/node/626,8:00-18:00,,8:00-18:00,
143,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,42.863656,33,Southwestern Public Health,,,8:00-16:00,Yes,,
144,West Haldimand General Hospital,West Haldimand General Hospital,42.959342,34,Haldimand-Norfolk Health Unit,905-768-3311 Ext. 1113,https://www.whgh.ca/,9:00-15:00,,,
145,Windsor Regional Hospital - Ouellette Campus,Windsor Regional Hospital - Ouellette Campus,42.309167,27,Windsor-Essex County Health Unit,519-254-5577,https://www.wrh.on.ca/coronavirus,8:00-19:00,Yes,9:00-16:00,
146,Woodstock General Hospital,Woodstock General Hospital,43.106722,33,Southwestern Public Health,1-855-905-6148,https://www.wgh.on.ca/,10:00-20:00,Yes,10:00-20:00,
147,Stratford General Hospital,Stratford General Hospital,43.368184,28,Huron Perth Health Unit,519-272-8210 ext 2747,,10:30-21:30,Yes,,
148,Niagara Health - Welland Hospital Site (WHS),Niagara Health,42.979233,32,Niagara Region Public Health Department,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/05/25/niagara-health-expands-testing-at-assessment-centres,9:00-17:00,,,
149,Killaloe - Killaloe Curling Club/Renfrew County Virtual Triage and Assessment Centre,Arnprior Regional Health,45.55808,14,Renfrew County and District Health Unit,1-844-727-6404,,,,,
150,Royal Victoria Regional Health Centre - Clinic C,Royal Victoria Regional Health Centre,44.415558,,Simcoe Muskoka District Health Unit,,https://www.rvh.on.ca/SitePages/coronavirus.aspx,8:00-20:00,Yes,8:00-20:00,
151,North Durham COVID-19 Assessment Centre,Medical Associates of Port Perry and Uxbridge Family Health Center,44.086166,,Durham Region Health Department,,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,12:00-16:00,,12:00-16:00,
152,Goderich Assessment Centre,"Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",43.736945,28,Huron Perth Health Unit,519 524 6060 ext. 263,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,10:00-16:00,Yes,,
153,Garnet B. Rickard Recreation Complex,Lakeridge Health,43.912289,,Durham Region Health Department,,,8:00-12:00&12:30-16:00,,,
